,si,gu,dong,name,address,review,label
95,서울특별시,강남구,일원동,티의 수채화 TEA.CHAE,"서울 강남구 일원로 53 지상4층(일원동, 소림빌딩)",밀크티랑 말차 라떼 너무 맛있었어요  티푸드도 하나씩 다 시켰어요   사각 파이 스콘 타르트 밀크티 원액도 판매하시길래 사서 갑니다 분위기 좋은 카페에서 일행과 브런치를 즐기고오니 힐링하는 기분입니다 음식도 아주 맛있어요 이렇게 멋진 곳이 동네에 있었다니 깜짝놀랐네요 티종류 굉장히 다양하고 정성껏 내주셔서 대접받고 가는 기분입니다 인테리어도 넘 멋지고 담에도 여기서 친구들과 만나려구요 바베큐 불고기 바질 샌드위치미니 샐러드 6번 메뉴 주문해서 먹었는데 너무 맛있어요 사장님이 우려주신 티도 잘 마시고 갔습니다  따뜻하고 고소한 금준미를 다구 세팅으로 주문해서 티타임 했습니다 어렵고 낯설것 같았는데 아기자기하고 재미있네요 어울리는 티푸드는 사과칩과 연근칩 주문 달지 않고 담백해서 차와 잘 어울렸어요 재방문해서 다른 차도 마셔보고 싶습니다 브런치만 간단하게 먹고가려다가 차가 너무 맛있어서 칵테일까지 시켜마셨어요 차를 좋아해 집에서도 마시는데 전문가가 직접 따라주셔서 그런지 전혀 떫지않고 맛있어요  차칵테일은 처음 마셔보는데 달달하고 칵테일과 차가 잘 어울리는지 처음알았어요  다음에도 또와서마실게요♡ 딸과 함께 주말에 방문했는데  너무 힐링되고 좋았어요   딸아이가 어려서 혹시 소란스러울까 걱정했는데 어린이용 찻잔세트와 플레이트까지 세팅해주셔서 감동했어요   자주 찾을 듯 합니다 맛있는 샌드위치와 맛있는 스튜 잘 먹었습니다 4충이어서 창 밖,"[0, 0, 1, 1, 1, 0, 0, 0]"
96,서울특별시,강남구,일원동,아티제 일원점,서울 강남구 일원로 81 삼성의료원본관 지하1층,병원건물 식당은 자리확보가 최우선이닷 자리찾다보니 고지했던 시간보다 더빨리 나온기분 오므라이스랑 함박은 괜찮았는데 돈까스는 주문량이 많다보니 조금 오버쿡된걸까 좀딱딱했다고한다 그래도 3개중에 2개가 평타이상이면 인정해줘야지 직원분들 바쁜와중에도 친절하시당 삼성병원은 아파서 오게 됐지만 암병원과 본원 사이에 길이 계절마다 힐링 포인트가 있습니다  게다가 커피는 아티제가 한몫했구요  5년 넘게 올 때마다 오전에 검진 받고 점심먹은 후에 구름다리 사이로 의자를 찾아다니며 커피 사와서 먹는 낙으로 병원다녔습니다  큰 창들이 하나로 엮어진 액자같아요 이른 개화로 맘이 살랑살랑 좋네요 병원내에 있는 카페베이커리  접근성 좋고 회전율도 좋아서 병원 들를 때 마다 방문하느 곳입니다 아침에 엄청 바쁘신데 데워주셔서 따뜻하게 맛있게 먹었습니다 삼성병원 아티제 안에있는  점심특선 같은 메뉴  평소엔 카페인데 요렇게 양식과 커피를 세트 메뉴로도 즐길 수 있음 맛은 엄청나게 특별하진 않음  식사메뉴로 커틀렛 돈까스 먹었어요 점심시간에는 사람 진짜 많네요  아메리카노 2500원 추가해서 마셨는데 커피맛은 다른 지점이랑 다른 것 같아요 아침 잠을 깨우기 위해 이른 아침에 문을 열어주시는 아티제에 방문했었어요 아이스 아메리카노와 바닐라빈 카스타드 빵으로 허기를 달래며 하루를 시작했는데 예전에 방문할때와는 달리 무척 친절하게 대해주셔서 기분 좋게 하루 시작했습니다,"[1, 0, 1, 0, 0, 0, 0, 0]"
97,서울특별시,강남구,일원동,폴바셋 일원역점,서울 강남구 일원로 121 101호,여기는 천사들이 커피 내리는 곳 입니다 지갑 찾아주셔서 고맙습니다  아픈 아이의 개인정보가 적시된 카드도 함께 있는 지갑이라 잃어버리고 자책도 많이했었거든요  지갑 찾아주시고 따로 전화까지 주셔서 정말 고맙습니다  저도 누군가에게 도움을 베풀면서 살아가겠습니다  정말 고맙습니다 커피가 맛있어요  디저트나 푸드가 조금 다양하면 좋겠어요 내 사랑 왜 네이버 메뉴와 키오스크에 반숙란이 없죠  아아랑 먹으면 진짜 맛있는데 매장 안쪽에 소파좌석이 몇 있고 나머지는 스터디하기 좋을 것 같은 자리들로 둘러쌓여있어요 자리 간 간격은 좀 좁은 편 폴바셋은 역시 라떼에 우유 아이스크림주차는 1시간 무료 5시반쯤에 주문받아주신 여자 직원분 엄청 친절하셨어요 올때마다 사람이 항상 많은 일원역 폴바셋좌석은 생각보단 넓어욤 뷰도 좋고 커피도 맛있습니다 커피 종류도 많아지고 맛있어요 아이스 룽고와 아이스크림 라떼 먹었어요 통창 유리 매장이라 좀 더웠다는게 단점 직원분들 모두 친절하시네요 아이스크림 맛집 공부하기도 좋아요 칸막이 잘 되어있고 커피 맛집 네이버로 주문해서 편하게 픽업해서 먹어요 라떼 너무 맛있어요 라떼 종류가 다 맛있어요 우유가 맛있는 듯 소잘라떼야 뭐 맛있지 맛있어요 감사합니다 오후 저녁시간에 커피 먹기엔 좀 그렇고 따뜻한거 먹고싶을때 생강차 같은 메뉴 있어서 넘 좋아요 나타는 언제 먹어도 맛있어요 차가 맛있고 매장도 깨끗하고 친절해요 집 근처라,"[1, 0, 1, 0, 1, 0, 0, 0]"
98,서울특별시,강남구,일원동,탐앤탐스 일원점,서울 강남구 개포로140길 30,야외테이블이 있어 반려동물과 함께 가도 좋고요  르뱅쿠키 두께 미쳤고 맛도 존맛탱입니다 커피 마시면서 도란도란 수다떨기에 좋으나 금연구역임에도 불구하고 담배피는 인간들이 매장근처에서 계속 피더라구요 캐셔 넘 불친절해서 다신 가고싶지 않아요  에코파크 이용하며 아아딸기주스 외 쌍화차 음료 주문했는데 테이크아웃인데도 굵은빨대등 안내 부족하네요  딸기주스는 냉동딸기에 시럽 넣어주긴 하는데 너무 띠크해서 숟가락으로 퍼먹어야 할 지경에요 그것도 얼름이 너무 많아서 불편하네욬 딸기음료는 숟가락 구비하신거 아니면 시키지 않는것을 추천합니다  다른곳에비해 음료가 비싼편인데 이런 서비스 받으니 공원가는 길 기분이 안좋네요  에코컵 할인 300원 해줘요 아늑하고 오래 앉아있기 좋아요 프레즐 너무 맛있어요 근데 물 마시기 어려워서 아쉬웠어여 알바생 손이 느려서 음료 나오는데 오래 걸림 프레즐이랑 음료 시켰는데 프레즐 오래 걸려서 목말라서 음료 먼저 달라고 부탁 했는데 프레즐이랑 같이 나옴 조용하고 괜찮았음 혼자 책 보며 즐길 수 있는 곳 추천합니다 잠시 쉬고 싶을 때 이용하니 좋네요 안녕하세요 집 근처여서 자주 오는 곳인데 맛이있고 안에서도 시설이 쾌적해서 혼자서 자주 오는 곳입니다 앞으로도 자주 올 예정이고 번창하시기를 바라겠습니다 새해복 많이 받으세요 키크신 남자분 계실땐 별로 안가고싶은데 그럴수없으니 여자직원분이 해주실때는 파스타면도 잘익고 맛있었,"[1, 0, 1, 0, 1, 1, 0, 0]"
99,서울특별시,강남구,일원동,이디야 일원동점,서울 강남구 양재대로27길 20,허니브레드 맛있어요 신메뉴 달달해요 햇살 피치 우롱티 맛있어요 대청역점보다 아메리카노가 싱거워요 디카페인 아메리카노 생겼네요 콜드브루 디카페인은 노맛이었는데 생겨서 좋네요 카라멜 마끼아또 양도 많고 많이 달지 않아요 사장님이 친절하십니다 쓰레기까니 알아서 챙겨 주시더라구요 친절하고 맛나용 매장이 넓어서 앉아있기 좋아오 디카페인 되는 매장 혹임자 라떼 고소하고 맛있어요 친구들과의 멋진 시간이였어요 따로 룸에 들어 가서 조용히 좋은 시간이였어요 자주 오는 곳인데 맛이있고 친절하닙니다 벌써 6번이나 와서 추천드립니다 자리도 쾌적하고 따듯해서 한잔하면서 책읽기 너무 좋네요 항상 번창하세요 맛이 업그레이드 되었어요 가깝고부담없고좋아요 요 지점은 처음 와봤는데 북적이지 않아서 좋네요 4인 이상이면 안쪽 큰 테이블도 쓸 수 있어요  저녁 근무하시는 직원분 친절해요 이디야 커피 사이즈 커져서 넘 좋아용 라떼 자주 마시는데 맛있네요 화장실 드러워 죽겠고 소변이 여기저기  있어서 제가 대걸레로 닦고 일봤어요 화장실 깨끗이 쓰고 싶어도 너무 드러웠어요 앗 프라푸치노에 얼음이 덜 갈렸어요  흑 이디야 오더로 주문하고 팍업하기 편리해요아이스는 맛있어요 맛있고 아주 좋네요 커피는 맛있는데 자몽티는 옛날옛날 불량식품 맛이 나요 향도 그렇고 자몽티는 별로예요 제가 요즘 베이글에 빠졌는데 이디야 베이글은 음 일하는 분들은 늘 친절하고 좋습니다 늦게까지해서 좋으네요,"[1, 0, 1, 0, 1, 1, 0, 0]"
100,서울특별시,강남구,일원동,투썸플레이스 강남일원점,서울 강남구 일원로 28 1층 베스킨라빈스 옆,다른 건 다 괜찮은데요 매장 관리는 안 되는 것 같아요 의자너무 더러워요 이런 의자에 앉고 싶지 않아요 열시에 여는데 아홉시 이십분엔가 주문하려다가 혼났어요 카페가 열려 있어서 몰랐는데 오픈 전이더라고요 케이크 맛도 좋고 예뻤어요 오렌지자몽주스가 너무 맛있어요 레드벨벳 맛이 괜찮더라고요 늘 사람이 많으네요 텀블러 할인 300원 받았습니다 집중하기 좋아요  10시 마감이네요 매장이 2층으로 되어있어서 넓어요 직원분들 다 친절하시고 투썸이라 케이크도 넘 맛있어요  커피맛있고 케이크도 맛나요 케익이 너무 맛있어요 2층이라서 뷰도 좋고 좌석도 많아요 근데 항상 사람이 붐벼요 음료와 디저트가 맛있어요 케이크가 맛있어요 1층 자리가 넓어요 2층 의자 수리가 필요한듯해요 매장이 넓고 좋아요 동네 핫플이었네요 투썸 커피랑 케이크는 말할 필요도 없죠 집중해야할때 좌석과 테이블이 편해서 좋았어요 알바생이 바뀌었는지 친절하고 주문도 잘 받아요 2층 넓고 좋아요 라떼도 디저튿 젤루 맛나요 케이크 맛있어요  직원분들도 친절하시네요 알바생이 떠들며 크게 웃는 모습이 좋아보이지는 않았어요 조각케잌 6개 구매  4개 2개로 나눠 담았는데 집에 와서 4개를 담은 상자를 열어보니 원래의 모양에서 흐트러져 있었다 넣어준 그대로 조심조심 가져왔다 차로 이동 조수석에서는 무릎 위에 올렸고 지하주차장에서 집으로 엘베를 이용했다 포장이 아쉬웠다 늘 사람이 북적북적하네요 커피,"[1, 0, 1, 0, 1, 1, 0, 0]"
101,서울특별시,강남구,일원동,플룬,서울 강남구 일원로5길 7 1층,버터크림라떼랑 아인슈페너 블랙 벨지안 가나슈 먹었는데 달달하니 맛있어요 케잌 위에 곰돌이 꽂혀있는거 너무 귀엽습니다 테라스에 햇빛도 들어오고 일원동 벚꽃보다가 쉬러 오기 딱이에용 좌석도 편하고 좋아요 일원동에서 가장 애정하는 카페에요 사장님도 엄청 친절하시고 디저트에 진심이신지라 케잌부터 쿠키 휘낭시에 까지 너무 맛있어요특히 여기 아메리카노는 고소깔끔시원해서 아아로 최고인것 같아요 휘낭시에 발렌타인데이때 선물용으로 딱이여서 너무 만족스러웠어요 최근에 먹은 가나슈 초코케잌도 너무 맛있었습니다 완전 폭신 쫀득 크림 가득이라 녹아 없어졌으요 또 공부하러 수다떨러 자주 방문할게요 항상 일원동 이 자리에 늘 있길 바래욧 종종 와서 먹는데 오늘은 버터크림라떼 시켜서 마셨는데 너무 맛있어요 달달한 믹스커피 같기도하고 먹을수록 고소해서 맛있네요 커피류도 종류가 여러가지고 케이크류도 시즌마다 바뀌어서 먹는 재미가 있는곳이에요 매장 내부 생각보다 넓고 밖에는 테라스 좌석도 있어요 깨끗하고 인테리어 아기자기 예쁩니당 무엇보다 여긴 찐 디저트 맛집이에오 미니딸기 프레지에 포크질 몇 번 안한거 같은데 입에서 녹아 없어졌읍니다 너무너무 부드럽고 크림 하나도 안느끼하고 사르르 녹아요 진짜 꼭꼭 드세요 쿠키나 휘낭시에는 저녁시간에 가니깐 다 품절이더라고요 다음에 와서 꼭 먹어봐야겠어요 일원동 최애 카페입니다 34년 전 새로 생겼을 때부터 종종 들르는데 커피도 맛,"[1, 0, 1, 1, 1, 0, 0, 0]"
102,서울특별시,강남구,수서동,밀탑 수서역점,서울 강남구 광평로 280 로즈데일오피스텔 1층 123호,추억의 밀탑빙수 수서역 로즈데일 1층에 있어서 방문했어요 직원 분들 친절하셨어요 근처 사시는 분들은 배달로도 많이 주문하시는 것 같아요  오곡빙수 미숫가루 빙수라 생각해주시면 좋을것 같아용할미입맛엔 맛나요 흑임자빙수에 팥추가했어요맛있어요 돌아가신 엄마가 좋아하셨었는데 현백에서 먹을 때 보다 얼음양도 팥양도 훨씬 많고 맛있습니다 그리웠던 맛 역시 베이직한 맛은 언제먹어도 맛있네요 사장님 친절하시고 인테리어도 깨끗하고 포장해서 먹으면 얼음양 어마무시합니당 추천 빙수가 고급스러운 맛이에요 사장님이 다정하셔서 여유로운 시간이었어요 바닐라 라떼랑 아포가토주문했는데 너무 맛있어요_ 밀탑하면 또 빙수 맛집 아입니꺼 빙수 오지게먹고왔지예 수서역이랑 가까워서 한사바리하고 에쌀티타러가면 딱이에요 빙수 맛집으로 알려져있지만 다른 메뉴들도 맛있어요 쌀 아이스크림 담백하고 맛있네요 당근케이크도 크림이 맛있더라구요 사람이 너무 많지않아서 대화하기 좋아요 딸기에이드 맛있어요 짠 음식 먹고나니 “단”이 생각나서 방문했는데 최고의 선택이었어요 맛있어요 앞접시에다 덜어먹으면서 팥 양을 달리하면 다양한 맛으로팥 강도에 따라 즐길 수 있어서 재밌고 맛있어요 아내가 웃고 있습니다 껄껄껄껄 날씨가 추워질 때 가면 딱이네요 팥죽 맛있어요 인테리어도 깔끔하게 좋고 늦은 시간까지 오픈해서 굿입니다 현대백화점에서현대백화점에서 매장철수하고 서운했는데 여기저기 오픈하더니 수서에도 생,"[1, 0, 1, 1, 1, 0, 0, 0]"
103,서울특별시,강남구,수서동,카페 차 수서역사점,서울 강남구 밤고개로 99 B1F,원하던 블라우스가 있어요 너무 밝은 분위기의 가게 봄 맞이 예쁜 조끼 구잆냈어요 원하던 디자인의 가죽자켓이 있어 득템했네요 구제품이긴한데 가격이 싸고 예쁜 디자인이 많아요 호두과자 짱 맛있어요,"[0, 0, 1, 0, 0, 0, 1, 0]"
104,서울특별시,강남구,수서동,투썸플레이스 수서역점,서울 강남구 광평로56길 8-13 수서타워 1층,수서역 4번 출구 앞 규모 큰 카페를 찾는다면 투썸플레이스 괜찮아요 매장 큰 편이고 테이블도 대부분 편안한 좌석 빌라드지디 수서 가는 길에 있어서 잠시 들렀는데 누가봐도 하객이신 분들 많이 보여요 단체 손님 겁나 많음 역사 안 카페는 너무 정신없어서 올라왔는데 넘 잘한 선택 콘셉트 있는 자리도 벽쪽에 쭉 있는데 워낙 사람이 많은 업장이라 카공족은 집중 잘 안될 것 같아요 끼니를 해결해야해서 멕시칸 파니니 먹었는데 존맛 담에 투썸오면 또 이 파니니 먹을래요 치즈 쭉 늘어나고 살짝 매콤하니 짱 맛있음 케이크는 아묻따 아이스박스 삼성서울병원 갔다가 들렀는데 매장도 깔끔하고 커피도 맛있어요 그런데 투썸 모든 매장의 정책인건지는 모르겠지만 키오스트로만 주문이 가능하다하니 기계치이거나 연세있으신 분들은 살짝 당황스러울듯요 수서역에서 약 200정도 떨어져있는  투썸플레이스 입니다  기차 시간이 여유롭게 남아서 쉬고가려고 카페를 들렸어요 저녁시간이라 디카페인 커피를 마셨는데 맛있어요 수다떨기에 좋은 분위기입니다  매장도 넓고 나중에 기회가 된다면 친구랑 수다떨러 오고싶어요 다쿠아즈 초콜릿케이크가 베스트라 구매했는데 역시 맛있습니다 투썸은 역시 디저트 좌석이 많고 다 의자가 엄청 편해요  막바지의 딸기계절생딸기쥬스는 맛있는데 케이크는부드럽긴 하지만 했어요  수서역이랑 가깝고 좋았어요 페이북 이벤트로 1만 원 할인 받아 케이크 샀어요 큐알 결제 안 되,"[1, 0, 1, 0, 1, 1, 0, 0]"
105,서울특별시,강남구,수서동,투썸플레이스 강남수서점,서울 강남구 수서동 589-2,분위기 좋습니다 숲세권 카페 케익을 전날 예약했는데 예약한 시간에 맞게 만들어 주셨네요 조용하고 친절하고 좋아요 다만 주말알바가 연애하느라 정신이 없네요 부부가 운영하는 까페인줄알았어요 두분이서 틈만나면 구석에서 뭘먹고있네요 근데 연애하면 기분이 좋아야지 왜케 까칠하고 불친절한지 모르겠네요 특히 여자분이요 방해된다 싶은가요 손님에게 까칠하면 자존감이 올라가시는건지 음료도 라떼를 펄펄 끊여주네요 라떼는 온도가 너무 높으면 향도 없고 비린데 저가 커피집은 온도가 그래도 그러려니하는데 투썸 정도가 이정도 커피 질이라니 저도 이런거 운영해서 나쁜글 달기싫은데 심해보여서 주인분 보라고 씁니다 주민이라 자주 이용하는데 안타깝네요 주중알바는 정말 친절하고 좋습니다 맛도 좋구요 주중에 가야겠네요 투썸 케잌 너무 맛있어요 가격이 있어서 자주는 못 사먹지만요; 특별한 크리스마스 기분낼 때는 정말 애정하는 케잌입니다 인근에 카페 한군데가 투썸이라 좋아요  역시 믿고먹는 투썸   스초생 조각 갈 때마다 없어서 여기는 안 파는 줄 알았는데 있더라고요 스초생 진짜 부드럽게 달고 맛있어요 투썸의 케익이 좋아서 가끔씩 방문한다 늘 조용한 분위기로 휴식을 제공해주는 공간이다 물론 커피도 맛있다 넓직하고 주변의 수목과 어울어져 편한 느낌 주차 무료라 굿 맛있고 깨끗해요 대화하기 좋아요 따뜻한 뱅쇼굿♡ 환경이 좋습니다 조용하고 좋아요 스타벅스보다 마음 편히 이야기도 ,"[1, 0, 1, 0, 1, 1, 0, 0]"
106,서울특별시,강남구,수서동,만랩커피 수서점,서울 강남구 광평로 238,음료도 매장도 깔끔해요 디저트 안먹어봤는데 많네요 다음엔 디저트도 먹어봐야겠어요 디저트가 맛있어 보였지만 커피만 마셨어요 착한 가격이네요 좌석 편하고 넓어서 좋아요 다만 아이스아메리카노 1잔 시키고 앉아서 기다리고있는데 20분이 지나도 안나와서 보니  주문 까먹었다고하시네요 오늘 새로오셨다는데 혼자일하시기 벅차보이셨어요 음료가 다양해요 여자직원 매우 불친절하고 응대태도 불쾌함 재방문의사 절대없음 음료 종류도 다양하고 커피 맛도 좋아요  네이버 후기에서 작업하기 좋은 카페라길래 갔는데 작업공부 목적인 분들은 딴데 가세요 첫눈에는 건물도 깔끔하고 2층까지 있어서 마음에 들었는데 큰 카페다보니 동네분들 사랑방입니다  계속 3인이상 손님들 오셔서 큰 소리로 대화 나누시고 그나마 조용한 2층은 4시반이면 식당영업 때문때문에 내려와야 합니다  버즈라도 끼고 있어보려고 했는데 소리가 울려서 뚫고 들어오고 음악소리는 잔잔한 음악인데도 불구하고 꽤 큽니다 그외에도 디저트 접시가 식당용 식사라인 것 주변에 온통 과장님 방에 어울리는 대형 화분이 즐비한 것 묘하게 여기저기서 할머니집 냄새가 나는 것까지 저한테는 불편하기만 한 카페였습니다 디저트까지 메뉴 두개 시켜서 버텨보려고 했지만 한시간 반만에 나왔습니다 다양한 메뉴에 다양한 디저트들 그리고 넓어진 매장 오래 있어도 눈치 주지않는 직원분들  가성비 좋아요 가성비가 아주 좋아요 회사에서 가깝고 저렴해요,"[1, 0, 1, 0, 1, 0, 0, 0]"
107,서울특별시,강남구,수서동,카페 탐스런,서울 강남구 광평로 280 지하 2층 114호 카페탐스런,바질토마토샌드위치치킨텐더샌드위치 구매했어요 주문즉시 조리해주셔서 따뜻하게 먹을수있어서 좋더라구요 반은 매장서 먹고 반은 포장해왔는데 양도 적당해서 좋습니닷 센스잇게 나눠서 포장해주신 만드는데 오래 걸리긴해도 샌드위치가 맛있어서 종종 가는데요 기분이 너무 상해서 리뷰 남깁니다 평소 15분정도 소요된다고 말을 하는데 오늘은 말도 안해주길래 우선 기다렸습니다 18분이 넘어가는데 저보다 늦게온 옆테이블 진동벨이 울리더군요 그래서 카운터 가보니 제게 포장돼있었습니다 불렀는데 제가 못들은건가 해서 언제 나온건지 물어봤더니 응대하는 분이 커피 쪼오옥 빨아들이면서 방금요 라고 하네요 제것보다 먼저 나온 옆테이블이랑 저랑 주문한 시간 차이도 좀 나는데 동시에 만들어진것도 사실 이해 안가구요 동시에 만들었다 하더라도 먼저 온 순으로 줘야하는거 아닌가요 제가 가기전까지 부르지도 않던데 언제 부르려고 하셨어요 그리고 누군 진동벨 주고 누군 부르는거 듣고있어야하나요 서비스 너무 엉망이네요 샐러드 처음 먹어봤는데 맛있어요 샌드위치 맛있어요 즉석에서 만들어주니 신선하고 야채가 듬뿍 들어있어서 좋아요 바질토마토 맛있어요 맛집  덕분에 잘 먹었습니다  번창하세요  수서역에서 제일 좋아하는 생과일 주스 집 자주 올게요 사장님 친절하십니다  샌드위치도 최고구요 통새우샌드위치 맛있어요 주문받고 바로 튀겨서 조금 오래 걸리지만 괜찮네요 오 쿠키 맛있어요 샌드위치 맛있어요,"[1, 0, 1, 0, 1, 1, 0, 0]"
108,서울특별시,강남구,수서동,오슬로우커피 수서점,"서울 강남구 광평로 280 지하2층 118,119호",커피맛집가성비도 좋지만 커피맛은 가성비 이상으로 고급져요 배불러서 쿠키는 패스했지만 담엔 쿠키도 같이 먹어봐야겠어요 겨울시즌 신메뉴도 나왔더라구요 특이한 메뉴 많아서 도전해보고 싶은 욕심이 수서역 갈일있으면 꼭 오슬로우하세요 수서로 출근할때마다 커피 마시러 와요 드립커피같은 스페셜티 정말 맛있어요  요즘 영수증 리뷰는 안쓰는데좋아서요 수서역 올때마다 들르는 곳이에요 예쁜 사장님이 운영하시는 곳  상가 안쪽에 위치해 조금 걸어야 하긴 하지만 커피도 맛있고 가격도 착하고 넘 좋습니다특히 사장님이 친절하시고 따뜻하세요사랑이 넘치는 가게 같아요 다음엔 시나몬 라떼를 경험해보고 싶네요 늘 다니는곳여긴정말 가성비값인듯 콜롬비아 부드러운맛 정말 내스탈이에요 고급진맛있대 가격이 넘합리적이에요 칭구는 산미커피좋다고 시켰는데 넘맛있다고 자기동네는 왜 지점없냐며 커피맛에 대한 설명으로 메뉴고르기가 쉬워요 커피도 맛있고 부드럽네요 딱 적당해요 입맛저격 가성비 좋은 맛있는 커피숍이네요 굿 추억의 미숫가루 맛이에요다음엔 우유로 변경해서 먹어보려구요흑당 미숫가루 쑥 미숫가루도 인기좋대요 일행이 아메리카노 마셔서 한입 맛봤는데 가격대비 맛 훌륭해요 카페라떼우유를 머쓰시는지 넘부드럽고 맛나요 자주가는곳인데 가성비도좋고 제인생 최애 라떼임 나에겐 참새방앗간 같은 이곳 사장님도 늘 넘친절하시고 가격도착하고 맛도 훌륭한곳 번창하세용♡ 수서역에서 타기전에 쉴수있는 카페에,"[1, 0, 1, 0, 0, 0, 1, 0]"
109,서울특별시,강남구,수서동,엔젤리너스 수서환승통로점,서울 강남구 밤고개로 99,3주에 한번 꼴로 오는 곳이에요 사진보니 참 많이도 왔었네요  기차 태워 보내드리고 혼자 멍때리다 집에 가는데 이 시간을 즐기게 되네요  커피도 맛있고 직원 분들도 친절하시고 일 잠시 보고 가기 딱이에요 수서역에는 엔제리너스가 2곳 있어요 이 곳은 지하철과 연결되어있는 지하에 있어요 2곳 다 자주 가는데 개인적으로 이 곳이 더 조용하고 혼커하기엔 좋은 것 같아요  오늘도 즐기다갑니다 따듯한라떼와 아메리카노  원두 선택할수있는점이 좋아요 다만 따듯한아메리카노보단 아이스로 마시는게 더 어울리는 원두같아요 제입맛엔 처음엔 사진이랑 메뉴랑 너무 달라서 사기쳤나 싶었는데 통딸기가 무거워서 음료 안에 가라앉은 거더라구요 통딸기가 5개나 들어가고 안에 딸기청도 가득 들어있어서 딸기 즐기기에 딱 좋은 메뉴라 생각합니다 친구들과  기다리며 스무디랑 티 한잔 즐거운 수다시간 자주 가던 수서역 수서역쪽은 처음으로 들린 엔젤리너스  커피  커피값 5000원 좀 비싼 거 같아요  커피 맛을 선택할 수 있는데 고소한맛을 골랐는데 산미맛이 좀 나는 것 같은 기분  그래도 커피 마려운 기차여행은 괜찮을 듯 하네요 아이스 아메리카노 레귤러가 오천원 요즘 커피가 너무 비싼 것 같아요  빵 산 건 옆에서 직접 꺼내가야 하더라구요 몰랐어요 아아 잠 깨기 좋게 쓰고 좋아요 굿  리프애플 부스러기 엄청난데 맛은 평범한 사과파이 였습니다 아메리카노 라지 55 에그베이컨샌드위,"[1, 0, 1, 0, 1, 0, 0, 0]"
110,서울특별시,강남구,수서동,폴바셋 수서역점,서울 강남구 밤고개로1길 10 현대벤처빌 지하2층,매장이 넓고 카공하기에도 좋아서 집중하고 싶을때 가끔 와요 아이스크림이랑 라떼 너무 맛있죠 수서역 자주 가는데 매번 던킨이나 엔젤리너스만 갔거든요 제 최애 폴바셋이 이렇게 가까이 있을줄이야 소잘라떼 역시는 역시입니다 바리스타분들도 친절하세요 커피향도 좋고 직원분도 활기차고 친절하시네요 사람이 많지않아 좋네요 우유 선택할수있어 좋아요 커피맛이 좋아요 라떼 위에 올라간 딸기 아이스크림을 다 먹어버려서 사진에는 안보이게 찍었어요 아이스크림도 고급지게 맛있고 딸기청도 낭낭하니 딸기가 오독오독 씹혀서 맛있습니다 소잘라떼도 자주 마실만큼 고소하고 맛있어요 폴바셋 모든 메뉴가 다 맛있어서 추천합니다 커피 음료 차다 무난하게 괜찮아요 커피는 맛있는데 디저트인 빵이 퍽퍽해서 오늘은 조금 실망스러웠어요 조용해서 좋아요 직원도 친절하고 음료 퀄리티도 나쁘지 않아요 시간 때우기 좋아서 종종 방문해요 아이스크림 맛집이에요 생각보다 크진않은 폴바셋 커피맛은 훌륭합니다 조금만더 친절하셨으면  안에 공간도 넓고 스탭들이 친절합니다 커피 너무 맛있어요아이스크림도 맛나고 커피가 맛있어요 밀크 소프트 케이크가 오래되었는지 딱딱했어요 다른 매장은 다 촉촉했는데 이렇게 굳은 케이크를 내주는 매장은 첨이네요 바꿔달라려다가 그냥 먹었습니다 폴바셋 커피는 항상 맛있어서 에스프레소 마끼아또 처음 시도 좋네요 모히또 에이드는 처음 보는 메뉴인 듯 매장이 넓고 편해서 차마시기 좋아,"[1, 0, 1, 0, 1, 1, 0, 0]"
111,서울특별시,강남구,수서동,스타벅스 수서역사거리점,서울 강남구 광평로 280,사오 할 때 덜 뜨겁게 못해서 얼음 몇 개만 넣어 달라고 했더니 그럼 밍밍해진다고 덜 뜨겁게 다시 만들어줬음 목이 아파 미지근하게 마셔야 했는데 고마웠다  토스트는 다먹어버렸네요맛있어요 11일 오후5시쯤에 근무하고 계시던 남자 두 분 완전 친절하세요 그 많은 스벅 다니면서 인사가 정말 환영스럽게 느낀 곳은 여기가 처음이에요 짱짱 자리가 좀 복잡했지만이용할 때 불편한 거 없었어요 클래식스콘 가장 탁월한선택의 맛 굿 친절하구 자주 방문하는 곳이에요 내부가 청결하고 조용해요 항상 사람이 많고 좌석이 너무 붙어 있어서 대화하기 좀 그러네요 수서역 스벅입니다 아이스 카라멜 마키아또 맛있어요 디카페인이 있어서 좋아요 맛있고 친절해요 샌드위치 딸기  가 냉동 딸기라 새콤달콤한 거 같아서 그냥  그랬어요 카드를 잃어버렸는데 친절하게 찾아주셨어요정말정말 감사합니다커피도 맛나고 좋아요 음료 맛있게 만들어주셔요 근데 유독 한 분은 매번 음료가 싱거워요  닉네임을 못봤네요 심지어 아메리카노도 싱거울줄이야  24년전 가격에 텀블러할인도 받아 잘 마셨어오 돌체라떼 맛있어요  항상 사람이 많네요 별다방 수서역사거리점 깨끗해서 좋아요 친절히응대해주셔서 감사해요  타기전 한잔하기 좋아요 슈크림라떼 맛있어요 테이크아웃했는데 다른 매장보다 직원분들이 너무 친절하세요 수서역사거리점 최고 간단하게 한끼 샌드위치 먹었어요 날씨가 너무 추운 날 몸을 녹이러 들어갔는데 분위기,"[1, 0, 1, 0, 1, 1, 0, 0]"
